"id","species_id","name","species","breed","age","gender","weight","status","found","admitted","released","image_url","url"
32020,"0628/24",Hugo,cat,Ragdoll,"8 lat",samiec,"4 kg",wydane adopcja,"","2025-01-11","2024-07-26",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012401720/0a21ee26f17e2cdb.jpg,https://napaluchu.waw.pl/pet/012401720/
32021,"1183/24","",cat,Europejska,"5 miesięcy",samica,"1 kg",wydane adopcja,"Warszawa, ul. Pereca","2025-01-11","2024-12-16",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012402945/eca365881a7a2d8f.jpg,https://napaluchu.waw.pl/pet/012402945/
32022,"1158/24",Pampelino,cat,Europejska,"7 miesięcy",samiec,"2 kg",wydane adopcja,"Warszawa, ul. Jeża","2025-01-11","2024-12-04",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012402870/5902080303cea9bb.jpg,https://napaluchu.waw.pl/pet/012402870/
32023,"1165/24",Fabio,cat,Devon rex,"11 lat",samiec,"5 kg",wydane adopcja,"Warszawa, ul. Obrońców Tobruku","2025-01-11","2024-12-08",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012402898/355b3fe22f31de99.jpg,https://napaluchu.waw.pl/pet/012402898/
32024,"1001/24",Czekoladka,cat,Europejska,"10 miesięcy",samica,"2 kg",wydane adopcja,"Warszawa, ul. Żytnia, lecznica","2025-01-11","2024-10-17",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012402495/3c21029bf4cc71b3.JPG,https://napaluchu.waw.pl/pet/012402495/
32025,"1203/24","",cat,Europejska,"6 miesięcy",samiec,"2 kg",wydane adopcja,"Gmina Piaseczno, ul. Puławska","2025-01-11","2024-12-27",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012403018/8ee0e2f990189dca.jpeg,https://napaluchu.waw.pl/pet/012403018/
32026,"1172/24",Kaniuś,cat,Europejska,"2 lata",samiec,"3 kg",wydane adopcja,"Wołomińska, Warszawa","2025-01-11","2024-12-14",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012402930/d7571db2490b8f7a.JPG,https://napaluchu.waw.pl/pet/012402930/
32027,"1090/24",Kołderka,cat,Europejska,"8 miesięcy",samica,"2 kg",wydane adopcja,"Warszawa, Al. Bzów","2025-01-11","2024-11-05",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012402679/29311c696b237ca1.JPG,https://napaluchu.waw.pl/pet/012402679/
32028,"0648/24",Jagodzianka,cat,Europejska,"9 miesięcy",samica,"3 kg",wydane adopcja,"Warszawa, ul. Konduktorska","2025-01-10","2024-07-30",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012401766/e9ad81040483b55b.jpg,https://napaluchu.waw.pl/pet/012401766/
32029,"0643/24",Wafelek,cat,Europejska,"9 miesięcy",samiec,"3 kg",wydane adopcja,"Warszawa, ul. Konduktorska","2025-01-10","2024-07-30",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012401761/a91181065ea2ce27.jpg,https://napaluchu.waw.pl/pet/012401761/
32030,"1142/24",Buster,cat,Europejska,"8 lat",samiec,"3 kg",wydane adopcja,"Warszawa, ul. Kłobucka","2025-01-08","2024-11-27",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012402830/1af9d7a15206e939.jpg,https://napaluchu.waw.pl/pet/012402830/
32031,"1174/24",Dziadek Franek,cat,Europejska,"15 lat",samiec,"3 kg",wydane adopcja,"Warszawa, ul. Książęca (lecznica), znaleziony ul. Sobieskiego","2025-01-08","2024-12-15",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/20871_mini.jpg,https://napaluchu.waw.pl/pet/012402933/
32032,"1157/24",Funcik,cat,Europejska,"5 miesięcy",samiec,"1 kg",wydane adopcja,"ul. Śreniawitów, Warszawa","2025-01-07","2024-12-03",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012402866/a4dd54b516eeeb3f.jpg,https://napaluchu.waw.pl/pet/012402866/
32033,"1048/24",Kuba,cat,Europejska,"4 lata",samiec,"5 kg",wydane adopcja,"Warszawa, ul. Hoża","2025-01-06","2024-10-25",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012402585/e62637ec4022a2bc.jpg,https://napaluchu.waw.pl/pet/012402585/
32034,"1061/24",Ciecień,cat,Maine Coon,"4 lata",samiec,"5 kg",wydane adopcja,"Warszawa, ul. Młynarska","2025-01-06","2024-10-26",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012402605/e23779a0cfe616a6.jpg,https://napaluchu.waw.pl/pet/012402605/
32035,"0269/24",Grubcia,cat,Europejska,"10 lat",samica,"5 kg",wydane adopcja,# weryfikacja,"2025-01-06","2024-05-11",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012400971/333f50e2b67d9608.jpg,https://napaluchu.waw.pl/pet/012400971/
32036,"1108/24",Flip,cat,Europejska,"9 miesięcy",samiec,"2 kg",wydane adopcja,"Warszawa, ul. Chełmońskiego","2025-01-06","2024-11-14",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012402736/db59bba638cf39d7.jpeg,https://napaluchu.waw.pl/pet/012402736/
32037,"1109/24",Flapka,cat,Europejska,"9 miesięcy",samica,"2 kg",wydane adopcja,"Warszawa, ul. Chełmońskiego","2025-01-06","2024-11-14",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012402737/a0c7e8397baa7ee4.jpeg,https://napaluchu.waw.pl/pet/012402737/
32038,"0672/24",Mandolina,cat,Europejska,"9 miesięcy",samica,"1 kg",wydane adopcja,"Warszawa, ul. Horodelska","2025-01-05","2024-08-04",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012401818/a79b6cf43cc823eb.JPG,https://napaluchu.waw.pl/pet/012401818/
32039,"0214/24",Ptyś,cat,Europejska,"6 lat",samiec,"5 kg",wydane adopcja,"Dawidy Bankowe, ul. Miklaszewskiego","2025-01-05","2024-04-25",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012400841/eb28afeca5250e5e.jpeg,https://napaluchu.waw.pl/pet/012400841/
32040,"0440/24",Groszek,cat,Europejska,"10 lat",samiec,"5 kg",wydane adopcja,Warszawa ul Obszarowa,"2025-01-05","2024-06-23",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012401354/6fbbfc558db8b4a3.JPG,https://napaluchu.waw.pl/pet/012401354/
32041,"0673/24",Tuba,cat,Europejska,"9 miesięcy",samica,"1 kg",wydane adopcja,"Warszawa, ul. Horodelska","2025-01-05","2024-08-04",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012401819/2b35b47342d319a8.JPG,https://napaluchu.waw.pl/pet/012401819/
32042,"1085/24",Wstążka,cat,Europejska,"3 lata",samica,"4 kg",wydane adopcja,"ul. Dzielnicowa, Warszawa - znaleziony: ul. Trakt Lubelski (lecznica) - odebrany","2025-01-05","2024-11-02",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012402663/00ceb79d8d9eb510.JPG,https://napaluchu.waw.pl/pet/012402663/
32043,"1192/24",Mgiełek Pręgusek,cat,Europejska,"2 lata",samiec,"4 kg",wydane adopcja,"warszawa, ul. Monte Casino","2025-01-05","2024-12-21",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012402973/e97275a2ee43a4bf.jpeg,https://napaluchu.waw.pl/pet/012402973/
32044,"1025/24",Obraz,cat,Europejska,"5 miesięcy",samiec,"1 kg",wydane adopcja,"","2025-01-04","2024-10-20",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012402532/988b26cc7758a7c7.jpeg,https://napaluchu.waw.pl/pet/012402532/
32045,"1026/24",Pejzaż,cat,Europejska,"5 miesięcy",samiec,"1 kg",wydane adopcja,"","2025-01-04","2024-10-20",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012402533/ade1e4e6fc461a66.JPG,https://napaluchu.waw.pl/pet/012402533/
32046,"1092/24",Ściółka,cat,Europejska,"8 miesięcy",samica,"2 kg",wydane adopcja,# weryfikacja,"2025-01-04","2024-11-07",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012402684/9b026e3bd9d421fa.jpg,https://napaluchu.waw.pl/pet/012402684/
32047,"1194/24",Chmurka Śnieżynka,cat,Europejska,"3 lata",samica,"2 kg",wydane adopcja,"Warszawa, dzielnica Żoliborz","2025-01-04","2024-12-21",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012402975/a91f4d9be88257ad.jpeg,https://napaluchu.waw.pl/pet/012402975/
32048,"0954/24",Bułka,cat,Europejska,"13 lat",samica,"3 kg",wydane adopcja,"ul. Powszechna, Warszawa","2025-01-04","2024-10-05",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012402382/994e047412105cbf.JPG,https://napaluchu.waw.pl/pet/012402382/
32049,"1093/24",Podszytka,cat,Europejska,"8 miesięcy",samica,"2 kg",wydane adopcja,# weryfikacja,"2025-01-04","2024-11-07",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012402685/19f6b5993a053aff.jpg,https://napaluchu.waw.pl/pet/012402685/
32050,"1015/24",Okrasa,cat,Europejska,"9 miesięcy",samica,"1 kg",wydane adopcja,"ul. Paluch, Warszawa","2025-01-04","2024-10-18",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012402516/55a928bcc0daed4e.JPG,https://napaluchu.waw.pl/pet/012402516/
32051,"1073/24",Gabi,cat,Brytyjski,"6 lat",samica,"4 kg",wydane adopcja,# weryfikacja,"2025-01-04","2024-10-30",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012402634/033f419c51ca1e1c.jpeg,https://napaluchu.waw.pl/pet/012402634/
32052,"1156/24",Luksor,cat,Europejska,"7 lat",samica,"3 kg",wydane adopcja,"ul. Popiełuszki, Warszawa","2025-01-04","2024-12-03",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012402865/b1f80dbbcdca9ab2.jpg,https://napaluchu.waw.pl/pet/012402865/
32053,"1149/24",Sanah,cat,Europejska,"11 lat",samica,"2 kg",wydane adopcja,"ul. Winorośli, Warszawa","2025-01-04","2024-11-29",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012402843/56529a96e789ebcc.jpeg,https://napaluchu.waw.pl/pet/012402843/
32054,"1138/24",Cudak,cat,Europejska,"5 lat",samiec,"6 kg",wydane adopcja,Łomianki,"2025-01-03","2024-11-24",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012402811/38db56815388723e.jpeg,https://napaluchu.waw.pl/pet/012402811/
32055,"1029/24",Skaja,cat,Europejska,"2 lata",samica,"3 kg",wydane adopcja,"Warszawa, ul. Osowska","2025-01-03","2024-10-21",https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/012402543/42b95b79f2a5b789.jpeg,https://napaluchu.waw.pl/pet/012402543/
